epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,348.49,2.12305,3.59035,1.54298,0.73004,0.06467,0.05832,0.03119,1.95441,2.84323,1.46219,0.000183341,0.000183341,0.000183341
